SAMPLEID	INDEX_NAME	INDEX_REGION	ni_total	li_total	nt_total	nt_Achnan_Navic	nt_LOW_N	nt_HIGH_N	nt_LOW_P	nt_HIGH_P	nt_BC_1	nt_BC_2	nt_BC_3	nt_BC_4	nt_BC_5	nt_BC_12	nt_BC_45	nt_PT_1	nt_PT_2	nt_PT_3	nt_PT_4	nt_PT_5	nt_PT_12	nt_SALINITY_1	nt_SALINITY_2	nt_SALINITY_3	nt_SALINITY_4	nt_SALINITY_12	nt_SALINITY_34	nt_O_1	nt_O_2	nt_O_3	nt_O_4	nt_O_5	nt_O_345	nt_SESTONIC_HABIT	nt_BENTHIC_HABIT	nt_BAHLS_1	nt_BAHLS_2	nt_BAHLS_3	nt_TROPHIC_1	nt_TROPHIC_2	nt_TROPHIC_3	nt_TROPHIC_4	nt_TROPHIC_5	nt_TROPHIC_6	nt_TROPHIC_7	nt_TROPHIC_456	nt_SAP_1	nt_SAP_2	nt_SAP_3	nt_SAP_4	nt_SAP_5	nt_NON_N_FIXER	nt_N_FIXER	nt_HIGHLY_MOTILE	nt_MODERATELY_MOTILE	nt_NON_MOTILE	nt_SLIGHTLY_MOTILE	nt_WEAKLY_MOTILE	nt_BIG	nt_SMALL	nt_MEDIUM	nt_VERY_BIG	nt_VERY_SMALL	nt_ADNATE	nt_STALKED	nt_HIGHLY_MOTILE.1	nt_ARAPHID	nt_DIAT_CL_1	nt_DIAT_CL_2	nt_BEN_SES_1	nt_BEN_SES_2	nt_DIAT_CA_1	nt_DIAT_CA_2	nt_DIAT_COND_1	nt_DIAT_COND_2	nt_DIATAS_TN_1	nt_DIATAS_TN_2	nt_DIATAS_TP_1	nt_DIATAS_TP_2	nt_MOTILITY_1	nt_MOTILITY_2	nt_NF_1	nt_NF_2	pi_Achnan_Navic	pi_HIGH_N	pi_LOW_N	pi_HIGH_P	pi_LOW_P	pi_BC_1	pi_BC_2	pi_BC_3	pi_BC_4	pi_BC_5	pi_PT_1	pi_PT_2	pi_PT_3	pi_PT_4	pi_PT_5	pi_PT_45	pi_SALINITY_1	pi_SALINITY_2	pi_SALINITY_3	pi_SALINITY_4	pi_O_1	pi_O_2	pi_O_3	pi_O_4	pi_O_5	pi_SESTONIC_HABIT	pi_BENTHIC_HABIT	pi_BAHLS_1	pi_BAHLS_2	pi_BAHLS_3	pi_TROPHIC_1	pi_TROPHIC_2	pi_TROPHIC_3	pi_TROPHIC_4	pi_TROPHIC_5	pi_TROPHIC_6	pi_TROPHIC_7	pi_SAP_1	pi_SAP_2	pi_SAP_3	pi_SAP_4	pi_SAP_5	pi_NON_N_FIXER	pi_N_FIXER	pi_HIGHLY_MOTILE	pi_MODERATELY_MOTILE	pi_NON_MOTILE	pi_SLIGHTLY_MOTILE	pi_WEAKLY_MOTILE	pi_BIG	pi_SMALL	pi_MEDIUM	pi_VERY_BIG	pi_VERY_SMALL	pi_ADNATE	pi_STALKED	pi_HIGHLY_MOTILE.1	pi_ARAPHID	pi_DIAT_CL_1	pi_DIAT_CL_1_ASSR	pi_DIAT_CL_2	pi_BEN_SES_1	pi_BEN_SES_2	pi_DIAT_CA_1	pi_DIAT_CA_2	pi_DIAT_COND_1	pi_DIAT_COND_2	pi_DIATAS_TN_1	pi_DIATAS_TN_2	pi_DIATAS_TP_1	pi_DIATAS_TP_2	pi_MOTILITY_1	pi_MOTILITY_2	pi_NF_1	pi_NF_2	pt_Achnan_Navic	pt_HIGH_N	pt_LOW_N	pt_HIGH_P	pt_LOW_P	pt_BC_1	pt_BC_2	pt_BC_3	pt_BC_4	pt_BC_5	pt_BC_12	pt_BC_45	pt_PT_1	pt_PT_2	pt_PT_3	pt_PT_4	pt_PT_5	pt_PT_12	pt_SALINITY_1	pt_SALINITY_2	pt_SALINITY_3	pt_SALINITY_4	pt_SALINITY_34	pt_O_1	pt_O_2	pt_O_3	pt_O_4	pt_O_5	pt_O_345	pt_SESTONIC_HABIT	pt_BENTHIC_HABIT	pt_BAHLS_1	pt_BAHLS_2	pt_BAHLS_3	pt_TROPHIC_1	pt_TROPHIC_2	pt_TROPHIC_3	pt_TROPHIC_4	pt_TROPHIC_5	pt_TROPHIC_6	pt_TROPHIC_7	pt_TROPHIC_456	pt_SAP_1	pt_SAP_2	pt_SAP_3	pt_SAP_4	pt_SAP_5	pt_NON_N_FIXER	pt_N_FIXER	pt_HIGHLY_MOTILE	pt_MODERATELY_MOTILE	pt_NON_MOTILE	pt_SLIGHTLY_MOTILE	pt_WEAKLY_MOTILE	pt_BIG	pt_SMALL	pt_MEDIUM	pt_VERY_BIG	pt_VERY_SMALL	pt_ADNATE	pt_STALKED	pt_HIGHLY_MOTILE.1	pt_ARAPHID	pt_DIAT_CL_1	pt_DIAT_CL_2	pt_BEN_SES_1	pt_BEN_SES_2	pt_DIAT_CA_1	pt_DIAT_CA_2	pt_DIAT_COND_1	pt_DIAT_COND_2	pt_DIATAS_TN_1	pt_DIATAS_TN_2	pt_DIATAS_TP_1	pt_DIATAS_TP_2	pt_MOTILITY_1	pt_MOTILITY_2	pt_NF_1	pt_NF_2	nt_Sens_810	nt_RefIndicators	nt_Tol_13	pi_Sens_810	pi_RefIndicators	pi_Tol_13	pt_Sens_810	pt_RefIndicators	pt_Tol_13	wa_POLL_TOL
AB26604	IDEM_2021_Diatoms	HIN	600	6.396929655	47	12	5	18	5	18	4	2	9	16	12	6	28	4	5	2	8	2	9	3	27	4	1	30	5	7	11	9	5	0	14	1	46	5	15	11	1	1	3	3	17	2	4	22	3	15	9	6	1	47	0	10	17	2	14	3	3	19	7	0	12	6	5	26	1	1	16	46	0	10	0	3	0	14	4	17	6	23	21	0	47	5.833333333	50.33333333	4.5	26.16666667	4.5	1.666666667	0.666666667	11	34.5	47.83333333	32.16666667	2.5	0.333333333	36.16666667	1	37.16666667	2	78.16666667	14.83333333	0.166666667	9.166666667	33.66666667	17.66666667	33.83333333	0	0.833333333	99	32.5	21	36.33333333	0.166666667	0.166666667	1	3.166666667	50.5	1	5.666666667	1.333333333	39	17.16666667	35.16666667	0.833333333	100	0	16.66666667	8	1	67.83333333	5.5	2.166666667	16.33333333	1.833333333	0	75.5	7.333333333	7	26.16666667	0.166666667	0.333333333	5.776715014	10.83333333	99	0	29.16666667	0	2.833333333	0	36.83333333	4.333333333	23.83333333	6.833333333	23	44.66666667	0	100	25.53191489	38.29787234	10.63829787	38.29787234	10.63829787	8.510638298	4.255319149	19.14893617	34.04255319	25.53191489	12.76595745	59.57446809	8.510638298	10.63829787	4.255319149	17.0212766	4.255319149	19.14893617	6.382978723	57.44680851	8.510638298	2.127659574	10.63829787	14.89361702	23.40425532	19.14893617	10.63829787	0	29.78723404	2.127659574	97.87234043	10.63829787	31.91489362	23.40425532	2.127659574	2.127659574	6.382978723	6.382978723	36.17021277	4.255319149	8.510638298	46.80851064	6.382978723	31.91489362	19.14893617	12.76595745	2.127659574	100	0	21.27659574	36.17021277	4.255319149	29.78723404	6.382978723	6.382978723	40.42553191	14.89361702	0	25.53191489	12.76595745	10.63829787	55.31914894	2.127659574	2.127659574	34.04255319	97.87234043	0	21.27659574	0	6.382978723	0	29.78723404	8.510638298	36.17021277	12.76595745	48.93617021	44.68085106	0	100	19	6	5	15.48821549	5.666666667	1.178451178	40.42553191	12.76595745	10.63829787	2.602771363
AB26610	IDEM_2021_Diatoms	HIN	600	6.396929655	26	7	0	17	0	16	1	0	1	12	10	1	22	2	1	1	3	1	3	1	16	5	0	17	5	2	4	6	4	0	10	0	25	3	8	6	1	0	0	2	15	1	1	18	2	8	5	3	1	26	0	7	11	0	6	1	2	11	7	0	5	1	1	19	0	0	4	25	0	12	0	2	0	11	0	16	0	19	5	0	26	3.666666667	12.83333333	0	13.83333333	0	0.166666667	0	0.166666667	6	93.16666667	83.83333333	0.5	0.166666667	1.5	0.166666667	1.666666667	0.333333333	88.66666667	7.833333333	0	0.5	1.666666667	8.833333333	84.33333333	0	0	99.66666667	84	8.833333333	4.166666667	0.333333333	0	0	0.333333333	12	0.666666667	0.166666667	0.5	2.833333333	8.666666667	83.66666667	0.666666667	100	0	9.5	4.666666667	0	85.33333333	0.166666667	0.333333333	3.833333333	3.666666667	0	91.83333333	0.166666667	0.5	14	0	0	0	0.666666667	99.66666667	0	4	0	0.833333333	0	4	0	13.83333333	0	13.66666667	2.833333333	0	100	26.92307692	65.38461538	0	61.53846154	0	3.846153846	0	3.846153846	46.15384615	38.46153846	3.846153846	84.61538462	7.692307692	3.846153846	3.846153846	11.53846154	3.846153846	11.53846154	3.846153846	61.53846154	19.23076923	0	19.23076923	7.692307692	15.38461538	23.07692308	15.38461538	0	38.46153846	0	96.15384615	11.53846154	30.76923077	23.07692308	3.846153846	0	0	7.692307692	57.69230769	3.846153846	3.846153846	69.23076923	7.692307692	30.76923077	19.23076923	11.53846154	3.846153846	100	0	26.92307692	42.30769231	0	23.07692308	3.846153846	7.692307692	42.30769231	26.92307692	0	19.23076923	3.846153846	3.846153846	73.07692308	0	0	15.38461538	96.15384615	0	46.15384615	0	7.692307692	0	42.30769231	0	61.53846154	0	73.07692308	19.23076923	0	100	6	1	5	1.672240803	0.333333333	1.337792642	23.07692308	3.846153846	19.23076923	1.069632495
AB26611	IDEM_2021_Diatoms	HIN	600	6.396929655	49	11	6	25	7	18	1	2	11	23	11	3	33	2	5	3	10	4	7	2	36	4	0	38	4	7	9	13	5	1	19	2	47	3	18	15	1	0	3	8	22	0	3	30	5	20	11	6	0	49	0	9	19	3	12	5	2	25	6	0	12	7	5	28	1	0	20	47	1	11	0	2	1	18	6	18	7	22	24	0	49	9.833333333	77.5	3.5	21.66666667	3.666666667	0.166666667	0.5	8.5	61.33333333	28.16666667	11.5	8.166666667	0.666666667	57	1.666666667	58.66666667	0.333333333	86.5	11	0	5.333333333	54.66666667	19.33333333	14.16666667	0.333333333	1.166666667	99.33333333	12	20.16666667	57.66666667	0.166666667	0	0.666666667	15	65.33333333	0	4.166666667	3.5	61	19.16666667	14.16666667	0	100	0	25.66666667	12.83333333	1.5	56.83333333	2.833333333	2.5	29.5	2.333333333	0	64.83333333	5.333333333	2.666666667	39.33333333	0.333333333	0	0	21	99.33333333	0.333333333	47.83333333	0	2.166666667	0.166666667	66.16666667	3.333333333	21.66666667	3.666666667	35.16666667	53.5	0	100	22.44897959	51.02040816	12.24489796	36.73469388	14.28571429	2.040816327	4.081632653	22.44897959	46.93877551	22.44897959	6.12244898	67.34693878	4.081632653	10.20408163	6.12244898	20.40816327	8.163265306	14.28571429	4.081632653	73.46938776	8.163265306	0	8.163265306	14.28571429	18.36734694	26.53061224	10.20408163	2.040816327	38.7755102	4.081632653	95.91836735	6.12244898	36.73469388	30.6122449	2.040816327	0	6.12244898	16.32653061	44.89795918	0	6.12244898	61.2244898	10.20408163	40.81632653	22.44897959	12.24489796	0	100	0	18.36734694	38.7755102	6.12244898	24.48979592	10.20408163	4.081632653	51.02040816	12.24489796	0	24.48979592	14.28571429	10.20408163	57.14285714	2.040816327	0	40.81632653	95.91836735	2.040816327	22.44897959	0	4.081632653	2.040816327	36.73469388	12.24489796	36.73469388	14.28571429	44.89795918	48.97959184	0	100	14	6	8	9.212730318	3.5	4.020100503	28.57142857	12.24489796	16.32653061	3.369198312
AB26613	IDEM_2021_Diatoms	HIN	600	6.396929655	67	13	3	24	3	24	5	1	12	31	13	6	43	3	4	5	9	4	7	2	40	9	1	42	10	9	11	17	4	1	22	3	64	4	22	14	1	1	3	5	28	2	6	35	5	22	17	5	1	67	0	25	19	7	12	3	3	20	14	0	12	5	2	44	4	2	17	64	2	18	1	6	0	14	1	23	4	38	25	0	67	12.83333333	47.16666667	1	34.83333333	0.5	1.166666667	1.166666667	7.833333333	46.5	26.83333333	11.66666667	12.33333333	4.5	19.5	3.5	23	12.33333333	58.16666667	16.16666667	0.5	18.33333333	22	18.83333333	17.33333333	3.333333333	7.666666667	92.33333333	12.66666667	32.5	24.5	1.166666667	0.166666667	0.833333333	17.16666667	38.33333333	6.5	4.166666667	2.833333333	27.66666667	28	11.66666667	6.333333333	100	0	48.33333333	22.5	8.833333333	15.5	0.666666667	5.666666667	41.5	7.833333333	0	17.5	2.5	0.833333333	74.16666667	1.166666667	0.5	7.076973666	30	92.33333333	3.5	13.83333333	0.166666667	6.666666667	0	39	0.166666667	31.16666667	4.166666667	62.16666667	27.83333333	0	100	19.40298507	35.82089552	4.47761194	35.82089552	4.47761194	7.462686567	1.492537313	17.91044776	46.26865672	19.40298507	8.955223881	64.17910448	4.47761194	5.970149254	7.462686567	13.43283582	5.970149254	10.44776119	2.985074627	59.70149254	13.43283582	1.492537313	14.92537313	13.43283582	16.41791045	25.37313433	5.970149254	1.492537313	32.8358209	4.47761194	95.52238806	5.970149254	32.8358209	20.89552239	1.492537313	1.492537313	4.47761194	7.462686567	41.79104478	2.985074627	8.955223881	52.23880597	7.462686567	32.8358209	25.37313433	7.462686567	1.492537313	100	0	37.31343284	28.35820896	10.44776119	17.91044776	4.47761194	4.47761194	29.85074627	20.89552239	0	17.91044776	7.462686567	2.985074627	65.67164179	5.970149254	2.985074627	25.37313433	95.52238806	2.985074627	26.86567164	1.492537313	8.955223881	0	20.89552239	1.492537313	34.32835821	5.970149254	56.71641791	37.31343284	0	100	16	4	12	19.85815603	1.333333333	16.4893617	23.88059701	5.970149254	17.91044776	2.822006472
AB26615	IDEM_2021_Diatoms	HIN	600	6.396929655	78	19	3	27	4	25	9	1	12	25	22	10	46	6	4	2	8	5	10	5	46	9	1	51	10	14	15	15	5	1	21	4	74	8	25	17	2	1	3	9	27	3	9	39	9	24	14	9	2	78	0	21	30	5	16	5	3	24	16	0	18	6	3	50	1	2	22	74	3	19	0	9	1	19	2	24	5	43	30	0	78	12.33333333	37.33333333	1.833333333	27.5	1.166666667	3.833333333	0.166666667	10.83333333	23.33333333	34.66666667	19.16666667	4.166666667	1	12.66666667	1.5	14.16666667	25.33333333	48.33333333	15.5	0.333333333	30.16666667	12	20	19	0.666666667	2.833333333	95.66666667	19.83333333	25.16666667	17.5	3.166666667	0.166666667	0.5	7.5	32.83333333	2.833333333	6.333333333	8.333333333	18.16666667	16	22.16666667	2.666666667	100	0	19.66666667	39.5	3.833333333	30.33333333	4.5	2	27.66666667	5.333333333	0	36.5	7.333333333	2.166666667	58	1	1	10.01674212	13.16666667	95.66666667	2.166666667	18.16666667	0	9.333333333	0.166666667	26.33333333	0.833333333	25.33333333	3.333333333	51	32.5	0	100	24.35897436	34.61538462	3.846153846	32.05128205	5.128205128	11.53846154	1.282051282	15.38461538	32.05128205	28.20512821	12.82051282	58.97435897	7.692307692	5.128205128	2.564102564	10.25641026	6.41025641	12.82051282	6.41025641	58.97435897	11.53846154	1.282051282	12.82051282	17.94871795	19.23076923	19.23076923	6.41025641	1.282051282	26.92307692	5.128205128	94.87179487	10.25641026	32.05128205	21.79487179	2.564102564	1.282051282	3.846153846	11.53846154	34.61538462	3.846153846	11.53846154	50	11.53846154	30.76923077	17.94871795	11.53846154	2.564102564	100	0	26.92307692	38.46153846	6.41025641	20.51282051	6.41025641	3.846153846	30.76923077	20.51282051	0	23.07692308	7.692307692	3.846153846	64.1025641	1.282051282	2.564102564	28.20512821	94.87179487	3.846153846	24.35897436	0	11.53846154	1.282051282	24.35897436	2.564102564	30.76923077	6.41025641	55.12820513	38.46153846	0	100	21	6	15	35.47826087	5	8.347826087	26.92307692	7.692307692	19.23076923	2.303030303
AB26617	IDEM_2021_Diatoms	HIN	600	6.396929655	54	16	5	23	4	18	2	5	8	20	16	7	35	4	4	1	8	3	8	3	32	5	1	35	6	7	6	12	7	1	20	2	52	6	16	15	1	2	0	6	23	2	4	31	6	13	10	6	2	53	0	15	22	2	10	4	3	23	6	0	14	7	5	35	0	2	18	52	1	10	1	5	2	15	5	18	4	28	21	0	53	31	52	8.666666667	47.66666667	8.333333333	3.833333333	3	9.166666667	32.5	50.33333333	10.83333333	14.83333333	0.5	9.166666667	3.833333333	13	4.833333333	56.5	19.33333333	0.5	10.83333333	5.333333333	40.33333333	17.66666667	0.333333333	0.5	99.16666667	15	31.33333333	15.16666667	1.166666667	3.666666667	0	5	56.33333333	2.5	6.666666667	6.166666667	15.83333333	39.83333333	15.16666667	2.5	99.5	0	40.33333333	20.33333333	0.5	31	7.333333333	1.166666667	34.33333333	8.333333333	0	53.33333333	21.83333333	6.5	64	0	1.166666667	10.82234793	20.16666667	99.16666667	0.333333333	7.166666667	3.5	2	3.833333333	29.33333333	8.666666667	47.66666667	8.333333333	57.83333333	22.16666667	0	99.5	29.62962963	42.59259259	9.259259259	33.33333333	7.407407407	3.703703704	9.259259259	14.81481481	37.03703704	29.62962963	12.96296296	64.81481481	7.407407407	7.407407407	1.851851852	14.81481481	5.555555556	14.81481481	5.555555556	59.25925926	9.259259259	1.851851852	11.11111111	12.96296296	11.11111111	22.22222222	12.96296296	1.851851852	37.03703704	3.703703704	96.2962963	11.11111111	29.62962963	27.77777778	1.851851852	3.703703704	0	11.11111111	42.59259259	3.703703704	7.407407407	57.40740741	11.11111111	24.07407407	18.51851852	11.11111111	3.703703704	98.14814815	0	27.77777778	40.74074074	3.703703704	18.51851852	7.407407407	5.555555556	42.59259259	11.11111111	0	25.92592593	12.96296296	9.259259259	64.81481481	0	3.703703704	33.33333333	96.2962963	1.851851852	18.51851852	1.851851852	9.259259259	3.703703704	27.77777778	9.259259259	33.33333333	7.407407407	51.85185185	38.88888889	0	98.14814815	17	9	9	32.43243243	23	7.432432432	31.48148148	16.66666667	16.66666667	2.49787234
AB26618	IDEM_2021_Diatoms	HIN	600	6.396929655	65	18	2	23	3	27	5	2	11	25	19	7	43	3	4	4	7	3	7	6	31	9	1	37	10	11	9	17	6	0	23	3	62	8	21	15	3	2	2	4	26	2	5	32	5	17	16	6	1	65	0	20	24	4	11	5	2	20	13	1	13	6	2	45	1	1	18	62	2	13	4	5	4	16	2	26	4	43	18	0	65	18.33333333	34.66666667	3.5	41.33333333	3.833333333	7	3.333333333	27.83333333	38.16666667	16.33333333	2	5	1.5	24	5.166666667	29.16666667	7	45.83333333	21	0.166666667	26.33333333	25.83333333	14.66666667	4	0	2	92	5.166666667	36.66666667	34.5	2.333333333	3	0.833333333	4.333333333	51.83333333	1.666666667	7.166666667	6.166666667	33	27.5	4.166666667	1.5	100	0	21	21	2.166666667	43.33333333	6.166666667	0.5	27.16666667	8.833333333	1	43	11.33333333	1.333333333	59.33333333	0.166666667	1.333333333	11.57282059	23.66666667	92	1.666666667	38.5	4.333333333	19.5	4.333333333	28.66666667	3.5	24.16666667	21	39.83333333	51.33333333	0	100	27.69230769	35.38461538	3.076923077	41.53846154	4.615384615	7.692307692	3.076923077	16.92307692	38.46153846	29.23076923	10.76923077	66.15384615	4.615384615	6.153846154	6.153846154	10.76923077	4.615384615	10.76923077	9.230769231	47.69230769	13.84615385	1.538461538	15.38461538	16.92307692	13.84615385	26.15384615	9.230769231	0	35.38461538	4.615384615	95.38461538	12.30769231	32.30769231	23.07692308	4.615384615	3.076923077	3.076923077	6.153846154	40	3.076923077	7.692307692	49.23076923	7.692307692	26.15384615	24.61538462	9.230769231	1.538461538	100	0	30.76923077	36.92307692	6.153846154	16.92307692	7.692307692	3.076923077	30.76923077	20	1.538461538	20	9.230769231	3.076923077	69.23076923	1.538461538	1.538461538	27.69230769	95.38461538	3.076923077	20	6.153846154	7.692307692	6.153846154	24.61538462	3.076923077	40	6.153846154	66.15384615	27.69230769	0	100	12	5	19	18.65942029	5.166666667	15.57971014	18.46153846	7.692307692	29.23076923	3.672566372
AB26621	IDEM_2021_Diatoms	HIN	600	6.396929655	67	16	4	26	4	27	6	2	12	23	18	8	41	5	3	4	9	5	8	2	38	9	0	40	9	8	11	15	5	1	21	3	63	9	18	17	1	1	1	7	27	3	4	37	5	20	12	7	1	66	0	14	26	5	15	5	5	26	11	0	16	6	4	43	2	1	21	63	2	15	2	7	3	18	3	26	5	36	25	0	66	23.33333333	51.83333333	4.5	31.5	4.5	1.833333333	0.666666667	6.833333333	60.5	28.16666667	11	17.16666667	2.166666667	29	2.333333333	31.33333333	0.833333333	75.83333333	13.83333333	0	6	28.66666667	32.83333333	11.66666667	2.833333333	19.5	95.83333333	13.33333333	41.33333333	35.66666667	0.666666667	0.166666667	0.833333333	6.166666667	62.33333333	3.166666667	7	2	38	31.16666667	14.66666667	1.5	99.5	0	16.83333333	25.66666667	20	33.16666667	3.166666667	20.16666667	22.16666667	15.16666667	0	39.66666667	4	1.833333333	43.83333333	0.5	0.333333333	5.776715014	33.66666667	95.83333333	3	28.5	0.333333333	4.166666667	0.5	40.5	4.166666667	31.33333333	4.666666667	40	51.5	0	99.5	23.88059701	38.80597015	5.970149254	40.29850746	5.970149254	8.955223881	2.985074627	17.91044776	34.32835821	26.86567164	11.94029851	61.19402985	7.462686567	4.47761194	5.970149254	13.43283582	7.462686567	11.94029851	2.985074627	56.71641791	13.43283582	0	13.43283582	11.94029851	16.41791045	22.3880597	7.462686567	1.492537313	31.34328358	4.47761194	94.02985075	13.43283582	26.86567164	25.37313433	1.492537313	1.492537313	1.492537313	10.44776119	40.29850746	4.47761194	5.970149254	55.2238806	7.462686567	29.85074627	17.91044776	10.44776119	1.492537313	98.50746269	0	20.89552239	38.80597015	7.462686567	22.3880597	7.462686567	7.462686567	38.80597015	16.41791045	0	23.88059701	8.955223881	5.970149254	64.17910448	2.985074627	1.492537313	31.34328358	94.02985075	2.985074627	22.3880597	2.985074627	10.44776119	4.47761194	26.86567164	4.47761194	38.80597015	7.462686567	53.73134328	37.31343284	0	98.50746269	17	6	15	10.99830795	5	12.35194585	25.37313433	8.955223881	22.3880597	2.910810811
AB26622	IDEM_2021_Diatoms	LON	600	6.396929655	50	10	4	19	4	14	3	3	9	20	12	6	31	6	4	1	7	4	10	1	33	5	0	34	5	10	10	10	6	1	17	3	47	7	14	16	0	1	1	8	21	2	3	31	5	15	10	8	1	50	0	9	16	6	14	4	4	16	6	1	18	7	4	25	3	0	20	47	2	10	2	4	1	15	4	13	5	20	27	0	50	12.83333333	54.66666667	3.166666667	20.83333333	3.166666667	1.166666667	1.833333333	3	51.16666667	42.66666667	27.66666667	3.333333333	0.666666667	36.66666667	3	39.66666667	0.166666667	82.66666667	9.666666667	0	4	40.16666667	15.5	29.5	1	3.166666667	98	28	20.16666667	41.83333333	0	0.166666667	0.333333333	10	50.5	4.5	3	2	43	15.83333333	28	3.5	100	0	22.83333333	13.5	3.666666667	58.16666667	1	3.166666667	17.83333333	8	0.166666667	66.33333333	4	1	36.66666667	0.5	0	0	18.16666667	98	1.166666667	31.16666667	0.333333333	1.833333333	0.166666667	46	3.166666667	20.5	3.5	34.33333333	41.83333333	0	100	20	38	8	28	8	6	6	18	40	24	12	62	12	8	2	14	8	20	2	66	10	0	10	20	20	20	12	2	34	6	94	14	28	32	0	2	2	16	42	4	6	62	10	30	20	16	2	100	0	18	32	12	28	8	8	32	12	2	36	14	8	50	6	0	40	94	4	20	4	8	2	30	8	26	10	40	54	0	100	12	6	12	8.571428571	3.5	5.546218487	24	12	24	2.775700935
AB26623	IDEM_2021_Diatoms	HIN	600	6.396929655	61	11	4	25	5	26	2	3	13	22	18	5	39	5	4	2	8	4	9	3	41	7	1	44	8	8	13	12	6	1	19	4	57	7	16	18	2	1	3	6	27	3	4	36	7	19	11	8	2	61	0	16	19	8	14	3	4	25	11	0	12	4	8	34	4	0	17	57	3	15	2	3	5	16	4	26	5	28	30	0	61	14.83333333	60.33333333	1.833333333	44.5	2.333333333	3.5	0.666666667	5.833333333	43.5	41.33333333	16.66666667	9.166666667	0.666666667	23.5	1.666666667	25.16666667	5.333333333	65.66666667	18.83333333	0.166666667	4.833333333	26.66666667	26	19	1.333333333	9.166666667	94.83333333	17.5	35.16666667	30.83333333	2.5	2.5	1	9.833333333	51.16666667	9.333333333	4	6.333333333	31	28.83333333	12.83333333	8.333333333	100	0	38	20.5	11	24.5	3.5	9	37.16666667	7.666666667	0	41.16666667	4	5	56.5	1.833333333	0	0	29.16666667	94.83333333	2.666666667	24	2.833333333	0.833333333	3.666666667	39.66666667	1.333333333	44.5	2.333333333	47.83333333	43.33333333	0	100	18.03278689	40.98360656	6.557377049	42.62295082	8.196721311	3.278688525	4.918032787	21.31147541	36.06557377	29.50819672	8.196721311	63.93442623	8.196721311	6.557377049	3.278688525	13.1147541	6.557377049	14.75409836	4.918032787	67.21311475	11.47540984	1.639344262	13.1147541	13.1147541	21.31147541	19.67213115	9.836065574	1.639344262	31.14754098	6.557377049	93.44262295	11.47540984	26.2295082	29.50819672	3.278688525	1.639344262	4.918032787	9.836065574	44.26229508	4.918032787	6.557377049	59.01639344	11.47540984	31.14754098	18.03278689	13.1147541	3.278688525	100	0	26.2295082	31.14754098	13.1147541	22.95081967	4.918032787	6.557377049	40.98360656	18.03278689	0	19.67213115	6.557377049	13.1147541	55.73770492	6.557377049	0	27.86885246	93.44262295	4.918032787	24.59016393	3.278688525	4.918032787	8.196721311	26.2295082	6.557377049	42.62295082	8.196721311	45.90163934	49.18032787	0	100	13	5	15	12.17838765	2.333333333	8.919382504	21.31147541	8.196721311	24.59016393	2.696774194
AB26624	IDEM_2021_Diatoms	HIN	600	6.396929655	54	12	3	26	3	24	2	3	7	19	19	5	38	3	3	3	9	3	6	2	32	10	0	34	10	6	14	13	5	1	19	4	50	5	19	13	1	0	1	9	25	3	3	37	2	19	13	6	1	53	0	14	16	7	13	3	5	21	13	0	12	6	2	33	3	1	12	50	3	15	1	7	0	19	2	23	4	30	21	0	53	13	50.66666667	2.166666667	37	2.166666667	1.166666667	0.666666667	2.833333333	38.5	54.16666667	27.16666667	6.833333333	1	24.33333333	0.833333333	25.16666667	1.5	76.66666667	14	0	4.5	27.83333333	18.5	37	0.666666667	5.333333333	97.16666667	28.66666667	22.16666667	26	1.333333333	0	0.166666667	8.5	51.5	6.333333333	2.333333333	2.833333333	29	21	33.33333333	4.5	99.16666667	0	25.83333333	10.33333333	6.666666667	54.83333333	1.5	4.833333333	22	7.5	0	63.83333333	5.5	1	37.33333333	1.333333333	0.833333333	9.141435837	12.33333333	97.16666667	2	25.83333333	0.166666667	4.833333333	0	39.16666667	1.166666667	36.5	2.666666667	41.66666667	33.16666667	0	99.16666667	22.22222222	48.14814815	5.555555556	44.44444444	5.555555556	3.703703704	5.555555556	12.96296296	35.18518519	35.18518519	9.259259259	70.37037037	5.555555556	5.555555556	5.555555556	16.66666667	5.555555556	11.11111111	3.703703704	59.25925926	18.51851852	0	18.51851852	11.11111111	25.92592593	24.07407407	9.259259259	1.851851852	35.18518519	7.407407407	92.59259259	9.259259259	35.18518519	24.07407407	1.851851852	0	1.851851852	16.66666667	46.2962963	5.555555556	5.555555556	68.51851852	3.703703704	35.18518519	24.07407407	11.11111111	1.851851852	98.14814815	0	25.92592593	29.62962963	12.96296296	24.07407407	5.555555556	9.259259259	38.88888889	24.07407407	0	22.22222222	11.11111111	3.703703704	61.11111111	5.555555556	1.851851852	22.22222222	92.59259259	5.555555556	27.77777778	1.851851852	12.96296296	0	35.18518519	3.703703704	42.59259259	7.407407407	55.55555556	38.88888889	0	98.14814815	11	4	13	16.72297297	5.5	6.925675676	20.37037037	7.407407407	24.07407407	2.415512465
